age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
55,housemaid,divorced,primary,no,976,no,no,cellular,28,345,1,94,3,other,yes
37,blue-collar,married,secondary,no,1407,yes,no,cellular,21,14,7,-1,0,unknown,no
38,self-employed,divorced,secondary,no,2674,yes,no,unknown,19,163,2,-1,0,unknown,no
58,blue-collar,married,secondary,no,590,no,yes,cellular,19,136,1,167,1,failure,no
31,technician,single,tertiary,no,319,no,yes,cellular,7,446,1,-1,0,unknown,no
57,retired,divorced,tertiary,no,2516,yes,no,unknown,15,1036,1,-1,0,unknown,no
34,technician,divorced,secondary,no,7,yes,yes,cellular,29,273,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,982,yes,no,cellular,17,127,1,282,2,failure,no
25,management,single,tertiary,no,490,no,no,cellular,7,394,1,-1,0,unknown,no
56,technician,married,secondary,no,2847,no,no,cellular,8,327,1,-1,0,unknown,yes
29,admin.,married,secondary,no,187,yes,yes,cellular,24,386,2,-1,0,unknown,no
41,admin.,married,tertiary,no,96,yes,no,cellular,28,269,7,-1,0,unknown,no
42,blue-collar,married,unknown,no,2906,no,no,cellular,20,350,1,-1,0,unknown,no
38,unemployed,single,tertiary,no,560,no,no,cellular,29,316,1,-1,0,unknown,no
27,student,single,tertiary,no,311,no,no,telephone,2,187,3,322,1,other,yes
34,management,married,tertiary,no,362,yes,no,unknown,30,38,3,-1,0,unknown,no
57,blue-collar,married,primary,no,403,yes,no,telephone,17,63,2,-1,0,unknown,no
34,unemployed,married,tertiary,no,822,no,no,unknown,1,11,1,-1,0,unknown,no
44,services,married,secondary,no,0,yes,yes,cellular,11,161,1,-1,0,unknown,no
42,technician,married,primary,no,275,no,no,cellular,17,295,2,109,9,failure,no
34,technician,married,secondary,no,1,yes,no,cellular,19,108,1,-1,0,unknown,no
21,student,single,secondary,no,232,yes,no,unknown,21,110,2,-1,0,unknown,no
52,admin.,divorced,secondary,no,98,no,yes,unknown,19,148,1,-1,0,unknown,no
39,admin.,married,primary,no,0,no,no,cellular,17,106,1,-1,0,unknown,no
26,admin.,single,tertiary,no,2532,yes,yes,cellular,18,269,1,-1,0,unknown,yes
31,services,single,secondary,no,0,no,no,cellular,28,243,2,-1,0,unknown,no
31,management,married,tertiary,no,22546,yes,no,cellular,20,88,4,-1,0,unknown,no
30,services,divorced,secondary,no,341,yes,no,cellular,13,54,1,174,1,success,no
29,management,married,tertiary,no,314,no,no,unknown,28,938,2,-1,0,unknown,yes
51,management,married,secondary,no,614,yes,yes,unknown,30,91,2,-1,0,unknown,no
50,management,divorced,tertiary,no,0,no,no,cellular,29,128,2,-1,0,unknown,no
52,management,married,primary,no,0,yes,yes,cellular,17,121,1,-1,0,unknown,no
31,management,single,tertiary,no,165,no,yes,cellular,8,523,2,-1,0,unknown,yes
32,blue-collar,married,primary,no,206,yes,no,unknown,20,205,2,-1,0,unknown,no
36,admin.,married,secondary,no,4280,no,no,unknown,19,227,6,-1,0,unknown,no
45,blue-collar,divorced,secondary,no,756,yes,no,unknown,6,179,2,-1,0,unknown,no
25,student,single,unknown,no,277,no,no,cellular,27,311,2,-1,0,unknown,yes
34,admin.,married,secondary,no,-312,yes,no,unknown,9,232,1,-1,0,unknown,no
31,management,single,tertiary,no,11821,no,no,cellular,18,384,11,-1,0,unknown,yes
43,admin.,married,secondary,no,1807,yes,yes,unknown,30,711,1,-1,0,unknown,no
46,management,single,tertiary,no,311,yes,yes,cellular,27,96,1,158,1,failure,no
26,blue-collar,married,secondary,no,-284,yes,no,unknown,28,207,3,-1,0,unknown,no
44,admin.,married,secondary,no,2687,yes,no,unknown,16,131,4,-1,0,unknown,no
39,management,single,tertiary,no,30,yes,no,cellular,13,201,3,-1,0,unknown,no
59,retired,married,primary,no,3000,no,yes,cellular,6,25,1,-1,0,unknown,no
45,management,divorced,tertiary,no,6269,yes,no,cellular,29,20,2,-1,0,unknown,no
56,blue-collar,married,primary,no,3498,no,no,cellular,15,264,2,-1,0,unknown,yes
32,management,single,secondary,no,131,yes,yes,cellular,23,1152,2,-1,0,unknown,yes
45,management,married,tertiary,no,1063,yes,no,cellular,16,41,4,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,1096,4,-1,0,unknown,yes
42,management,married,tertiary,no,1161,no,no,cellular,11,101,5,-1,0,unknown,no
51,technician,divorced,secondary,no,1063,no,yes,cellular,4,78,1,-1,0,unknown,no
46,blue-collar,married,primary,no,537,no,no,unknown,26,222,5,-1,0,unknown,no
31,management,single,tertiary,no,307,no,no,cellular,8,361,1,229,2,failure,yes
53,services,married,secondary,no,1461,no,no,cellular,25,262,6,-1,0,unknown,no
54,self-employed,married,secondary,no,9,yes,no,cellular,22,113,2,-1,0,unknown,no
69,services,married,unknown,no,23592,no,no,cellular,3,837,3,-1,0,unknown,no
29,admin.,married,primary,no,131,yes,no,cellular,20,353,4,-1,0,unknown,no
33,blue-collar,single,primary,yes,-15,no,yes,cellular,7,326,2,-1,0,unknown,no
39,services,married,secondary,no,93,yes,no,cellular,11,72,4,-1,0,unknown,no
42,services,married,tertiary,no,412,yes,no,telephone,19,142,4,169,5,failure,no
37,blue-collar,single,primary,no,147,no,no,cellular,28,192,19,-1,0,unknown,no
44,management,married,tertiary,no,254,no,no,cellular,26,224,6,-1,0,unknown,no
49,blue-collar,married,secondary,no,1060,no,yes,cellular,31,137,6,-1,0,unknown,no
34,technician,married,tertiary,no,352,yes,no,cellular,16,288,3,324,1,other,no
30,management,single,tertiary,no,317,no,no,cellular,12,134,8,-1,0,unknown,no
55,blue-collar,married,primary,no,3485,no,no,cellular,18,625,4,-1,0,unknown,yes
21,student,single,unknown,no,762,no,no,cellular,24,288,1,-1,0,unknown,no
34,management,married,primary,no,2200,no,no,cellular,20,168,1,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,0,yes,no,cellular,29,100,3,-1,0,unknown,no
45,blue-collar,married,primary,no,1145,no,no,telephone,10,156,7,-1,0,unknown,no
28,management,single,tertiary,no,224,yes,no,cellular,2,97,3,-1,0,unknown,no
31,admin.,single,secondary,no,678,yes,no,unknown,3,117,4,-1,0,unknown,no
52,admin.,married,primary,no,208,yes,no,cellular,17,377,2,-1,0,unknown,no
47,entrepreneur,married,unknown,no,676,yes,yes,cellular,14,204,2,364,3,failure,no
36,management,married,tertiary,no,254,no,no,cellular,3,303,2,-1,0,unknown,yes
43,blue-collar,married,secondary,no,15740,yes,no,unknown,14,252,2,-1,0,unknown,no
27,management,single,secondary,no,145,yes,no,cellular,5,67,3,-1,0,unknown,no
53,self-employed,married,tertiary,no,1907,yes,no,unknown,2,72,3,-1,0,unknown,no
29,services,single,secondary,no,441,yes,no,cellular,17,69,1,-1,0,unknown,no
29,management,single,tertiary,no,1273,yes,no,cellular,15,44,9,-1,0,unknown,no
26,blue-collar,single,secondary,no,972,yes,no,unknown,20,177,10,-1,0,unknown,no
35,blue-collar,married,secondary,no,667,yes,no,cellular,14,10,5,324,27,other,no
54,technician,divorced,secondary,no,784,yes,yes,unknown,15,579,1,-1,0,unknown,no
28,management,married,secondary,no,466,yes,no,cellular,25,123,2,-1,0,unknown,no
52,retired,married,primary,no,6,no,no,cellular,22,82,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,574,yes,no,cellular,15,51,4,-1,0,unknown,no
35,entrepreneur,married,secondary,no,10,yes,no,cellular,21,314,7,-1,0,unknown,no
71,retired,married,secondary,no,1696,no,no,cellular,6,486,1,-1,0,unknown,yes
41,blue-collar,single,secondary,no,75,yes,no,unknown,1,479,9,-1,0,unknown,yes
55,entrepreneur,divorced,tertiary,no,372,yes,no,cellular,19,225,5,-1,0,unknown,no
31,blue-collar,single,secondary,yes,-575,yes,no,unknown,2,153,9,-1,0,unknown,no
25,technician,single,secondary,no,173,yes,no,cellular,15,186,2,-1,0,unknown,no
43,retired,married,secondary,no,520,yes,no,unknown,20,15,13,-1,0,unknown,no
31,admin.,married,tertiary,no,1144,yes,yes,cellular,17,89,1,-1,0,unknown,no
40,technician,divorced,secondary,no,0,no,no,cellular,7,674,2,-1,0,unknown,yes
50,self-employed,married,secondary,no,2137,no,no,cellular,3,64,1,-1,0,unknown,no
39,management,divorced,tertiary,no,267,yes,yes,cellular,16,91,1,-1,0,unknown,no
43,management,single,tertiary,no,778,yes,no,cellular,25,230,5,-1,0,unknown,no
59,retired,married,secondary,no,2291,no,yes,cellular,19,190,1,128,3,failure,no
45,management,single,secondary,no,5993,no,no,cellular,2,116,1,-1,0,unknown,no
37,management,married,secondary,no,66,yes,no,cellular,20,86,1,-1,0,unknown,no
45,management,married,tertiary,no,706,yes,yes,cellular,14,66,2,-1,0,unknown,no
36,management,divorced,tertiary,yes,20,no,yes,unknown,24,62,5,-1,0,unknown,no
35,blue-collar,married,primary,no,422,yes,no,cellular,14,73,1,-1,0,unknown,no
55,blue-collar,married,primary,no,680,yes,no,unknown,14,321,1,-1,0,unknown,no
38,blue-collar,single,unknown,no,5338,no,no,telephone,19,201,1,-1,0,unknown,no
29,admin.,single,secondary,no,345,yes,yes,cellular,30,98,13,-1,0,unknown,no
31,self-employed,married,tertiary,no,227,yes,yes,cellular,30,154,6,263,3,failure,no
45,blue-collar,married,secondary,no,-376,yes,no,unknown,26,162,4,-1,0,unknown,no
38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,1484,24,-1,0,unknown,yes
45,admin.,married,secondary,yes,1,no,no,telephone,2,1028,2,207,1,other,no
57,management,married,tertiary,no,1832,yes,no,cellular,2,131,2,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,0,yes,no,telephone,4,217,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,544,no,no,unknown,17,97,1,-1,0,unknown,no
36,management,single,primary,no,51,no,no,telephone,14,179,3,-1,0,unknown,no
43,blue-collar,married,primary,no,0,yes,no,unknown,3,215,3,-1,0,unknown,no
46,management,single,tertiary,no,3,no,no,cellular,8,85,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,88,yes,no,cellular,12,53,2,-1,0,unknown,no
48,services,single,secondary,no,133,yes,yes,cellular,16,143,1,-1,0,unknown,no
34,admin.,single,secondary,no,239,no,no,unknown,5,6,1,-1,0,unknown,no
39,admin.,married,secondary,no,150,no,no,cellular,3,296,4,-1,0,unknown,yes
28,technician,married,secondary,no,-302,yes,no,cellular,13,152,4,366,3,failure,no
42,technician,single,secondary,no,716,yes,no,cellular,21,110,1,-1,0,unknown,no
51,management,married,tertiary,no,7631,no,no,cellular,20,896,8,-1,0,unknown,no
40,admin.,married,secondary,no,2621,no,yes,cellular,9,607,4,-1,0,unknown,no
35,technician,single,secondary,no,2471,yes,yes,cellular,25,136,5,-1,0,unknown,no
37,entrepreneur,married,secondary,no,2971,no,no,cellular,17,361,2,188,11,other,no
59,retired,married,secondary,no,3,no,no,unknown,17,1199,2,-1,0,unknown,no
47,admin.,married,secondary,no,73,no,no,cellular,8,57,3,-1,0,unknown,no
48,management,married,tertiary,no,1167,yes,yes,cellular,1,264,1,-1,0,unknown,yes
25,blue-collar,single,secondary,no,495,no,no,cellular,7,131,3,-1,0,unknown,no
35,admin.,single,tertiary,no,-162,yes,yes,unknown,6,119,1,-1,0,unknown,no
36,admin.,single,secondary,no,0,yes,no,cellular,21,139,2,-1,0,unknown,no
27,blue-collar,married,tertiary,no,417,yes,yes,unknown,8,237,2,-1,0,unknown,no
27,blue-collar,married,secondary,no,102,no,yes,cellular,7,159,2,-1,0,unknown,no
31,technician,married,secondary,no,1263,yes,no,cellular,20,364,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,105,yes,no,unknown,8,69,2,-1,0,unknown,no
47,management,married,secondary,no,414,no,no,cellular,26,142,2,-1,0,unknown,no
47,services,married,secondary,no,-553,yes,no,cellular,13,8,7,-1,0,unknown,no
34,blue-collar,single,primary,no,505,yes,no,unknown,13,351,1,-1,0,unknown,no
36,technician,married,secondary,no,0,no,no,cellular,19,120,6,-1,0,unknown,no
47,management,married,tertiary,no,437,yes,no,cellular,20,133,4,-1,0,unknown,no
48,technician,married,unknown,no,74,no,no,unknown,12,181,1,-1,0,unknown,no
59,services,married,primary,no,31,no,no,unknown,16,41,3,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,83,yes,no,cellular,21,70,2,-1,0,unknown,no
58,management,married,tertiary,no,4606,no,no,telephone,24,601,2,-1,0,unknown,no
25,entrepreneur,married,tertiary,no,38,yes,no,cellular,22,278,5,-1,0,unknown,no
28,unemployed,married,secondary,no,1,no,no,cellular,20,128,1,-1,0,unknown,no
55,technician,divorced,secondary,no,0,no,no,unknown,5,160,1,-1,0,unknown,no
36,unemployed,single,primary,no,1729,no,no,cellular,21,341,1,-1,0,unknown,no
22,student,single,secondary,no,3982,no,no,cellular,20,206,1,-1,0,unknown,yes
67,retired,married,tertiary,no,701,no,no,cellular,6,254,2,-1,0,unknown,yes
45,blue-collar,married,unknown,no,419,no,no,unknown,5,420,1,-1,0,unknown,no
31,management,single,tertiary,no,1619,no,no,cellular,30,327,2,-1,0,unknown,yes
57,retired,married,secondary,no,3382,no,yes,telephone,23,165,2,-1,0,unknown,no
44,blue-collar,married,primary,no,-11,yes,no,unknown,9,13,1,-1,0,unknown,no
32,services,married,secondary,no,386,no,no,cellular,30,222,1,-1,0,unknown,no
45,blue-collar,married,primary,no,456,yes,no,cellular,11,255,1,-1,0,unknown,no
24,student,single,unknown,no,3298,yes,no,unknown,28,227,1,-1,0,unknown,no
47,management,married,tertiary,no,0,yes,no,cellular,4,194,2,181,3,failure,no
60,admin.,married,secondary,no,3043,no,no,cellular,19,235,3,-1,0,unknown,no
26,services,single,secondary,no,901,yes,no,unknown,26,764,2,-1,0,unknown,yes
36,blue-collar,married,primary,no,871,yes,yes,telephone,18,2,1,-1,0,unknown,no
32,admin.,single,secondary,no,131,yes,no,cellular,22,522,1,183,2,success,yes
34,management,married,tertiary,no,276,no,no,cellular,29,216,1,-1,0,unknown,no
40,management,married,tertiary,no,0,no,no,cellular,14,109,8,-1,0,unknown,no
55,retired,divorced,secondary,no,-268,no,yes,cellular,24,1417,1,-1,0,unknown,yes
38,management,married,tertiary,no,358,no,no,cellular,29,151,2,-1,0,unknown,no
59,self-employed,married,tertiary,no,2013,no,no,cellular,17,409,2,-1,0,unknown,yes
30,technician,single,secondary,no,1286,no,no,telephone,28,44,12,-1,0,unknown,no
54,blue-collar,married,secondary,no,1765,yes,no,unknown,14,188,1,-1,0,unknown,no
42,unemployed,single,primary,no,5717,no,no,cellular,29,70,2,-1,0,unknown,no
33,admin.,divorced,secondary,no,335,yes,no,cellular,21,347,1,184,2,failure,no
44,blue-collar,married,tertiary,no,2185,yes,no,unknown,16,698,1,-1,0,unknown,no
53,admin.,married,tertiary,no,1379,no,no,cellular,4,68,1,-1,0,unknown,no
33,admin.,married,tertiary,no,79,yes,no,cellular,5,389,1,195,4,success,yes
52,blue-collar,married,primary,no,779,yes,no,unknown,16,30,3,-1,0,unknown,no
42,blue-collar,single,secondary,no,24,no,no,unknown,14,229,1,-1,0,unknown,no
31,technician,single,tertiary,no,1798,yes,no,unknown,8,393,1,-1,0,unknown,no
36,management,divorced,tertiary,no,276,yes,no,cellular,22,131,2,-1,0,unknown,no
51,technician,married,secondary,no,52,no,no,cellular,13,114,2,-1,0,unknown,no
39,management,single,tertiary,no,1682,yes,no,cellular,19,147,1,170,1,failure,no
33,admin.,married,secondary,no,2,yes,yes,cellular,28,85,12,-1,0,unknown,no
39,management,single,tertiary,no,26,yes,no,cellular,28,110,18,-1,0,unknown,no
68,retired,married,secondary,no,1146,no,no,cellular,13,356,1,71,5,success,yes
39,blue-collar,divorced,secondary,no,150,no,no,cellular,29,735,4,-1,0,unknown,no
51,admin.,married,secondary,no,73,no,no,cellular,21,195,1,-1,0,unknown,no
51,blue-collar,married,primary,no,5131,yes,no,cellular,9,348,1,329,2,failure,no
56,retired,married,primary,no,122,no,yes,cellular,9,145,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,1554,yes,no,unknown,13,378,1,-1,0,unknown,no
46,management,married,tertiary,no,326,no,no,cellular,26,182,7,-1,0,unknown,no
27,technician,single,secondary,no,639,yes,no,cellular,16,119,1,314,5,success,no
55,technician,married,secondary,no,6958,yes,yes,unknown,13,178,2,-1,0,unknown,no
75,retired,divorced,secondary,no,1341,no,no,cellular,18,415,7,-1,0,unknown,yes
39,self-employed,married,primary,no,185,yes,no,unknown,29,513,3,-1,0,unknown,no
51,retired,married,primary,no,670,yes,no,cellular,7,391,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,612,yes,no,cellular,21,172,4,-1,0,unknown,no
44,services,married,secondary,no,26,yes,no,unknown,2,119,9,-1,0,unknown,no
35,blue-collar,married,secondary,no,209,yes,yes,telephone,28,66,2,-1,0,unknown,no
59,management,married,tertiary,no,2365,no,yes,cellular,29,36,1,188,4,failure,no
45,services,married,secondary,no,191,no,yes,unknown,6,136,2,-1,0,unknown,no
39,technician,married,tertiary,no,108,no,no,cellular,28,589,3,28,2,other,no
40,management,married,tertiary,no,3352,yes,no,cellular,19,639,2,27,1,success,yes
43,technician,single,secondary,yes,685,yes,no,cellular,31,94,2,-1,0,unknown,no
34,technician,single,tertiary,no,2733,no,no,cellular,14,604,1,-1,0,unknown,yes
46,management,married,tertiary,no,587,no,no,telephone,2,186,1,-1,0,unknown,no
54,retired,divorced,tertiary,no,6102,yes,yes,unknown,21,86,6,-1,0,unknown,no
38,services,divorced,unknown,no,6360,no,no,unknown,20,1409,2,-1,0,unknown,yes
55,technician,married,secondary,no,3899,yes,no,telephone,28,596,4,-1,0,unknown,yes
41,housemaid,married,tertiary,no,783,yes,no,unknown,30,130,2,-1,0,unknown,no
47,management,single,tertiary,no,86,no,no,cellular,5,253,1,97,4,success,yes
37,management,married,tertiary,no,255,no,no,cellular,24,562,2,183,10,success,yes
36,admin.,single,secondary,no,9002,yes,yes,cellular,10,793,1,-1,0,unknown,no
29,management,married,tertiary,no,451,no,no,cellular,4,152,1,92,2,failure,no
29,management,married,tertiary,no,760,no,yes,cellular,17,82,2,-1,0,unknown,no
32,management,married,tertiary,no,2667,yes,no,cellular,4,251,1,181,4,failure,yes
32,technician,married,tertiary,no,415,no,no,unknown,23,76,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,6982,yes,no,unknown,21,353,1,-1,0,unknown,no
31,technician,single,secondary,no,1819,yes,no,unknown,15,226,2,-1,0,unknown,no
43,management,married,secondary,no,375,yes,no,unknown,6,196,2,-1,0,unknown,no
46,technician,married,secondary,no,250,no,no,cellular,6,84,2,-1,0,unknown,no
32,technician,single,tertiary,no,550,no,no,cellular,19,337,1,-1,0,unknown,yes
55,admin.,single,secondary,no,1854,yes,no,unknown,30,34,2,-1,0,unknown,no
30,technician,single,secondary,no,-232,no,yes,cellular,7,118,2,-1,0,unknown,no
35,technician,married,tertiary,no,202,no,no,cellular,21,175,1,-1,0,unknown,no
55,management,married,unknown,no,1185,no,no,unknown,5,677,1,-1,0,unknown,no
52,blue-collar,married,primary,no,1364,yes,no,cellular,6,164,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,397,yes,no,cellular,20,293,2,-1,0,unknown,no
39,services,single,tertiary,no,410,no,no,unknown,19,266,4,-1,0,unknown,no
33,self-employed,married,secondary,no,0,no,no,cellular,18,73,7,-1,0,unknown,no
49,entrepreneur,married,secondary,no,348,no,no,cellular,11,105,2,-1,0,unknown,no
22,services,single,secondary,no,236,yes,no,cellular,18,236,2,-1,0,unknown,no
39,services,married,secondary,no,100,yes,no,cellular,8,132,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,-100,yes,no,unknown,13,109,9,-1,0,unknown,no
58,retired,married,secondary,no,2836,no,no,unknown,6,248,2,-1,0,unknown,no
27,management,single,secondary,no,145,yes,no,cellular,5,121,4,89,3,failure,no
23,student,single,secondary,no,794,no,no,cellular,26,607,3,171,3,other,yes
40,blue-collar,married,secondary,no,718,yes,yes,telephone,13,72,1,-1,0,unknown,no
59,management,married,tertiary,no,0,yes,yes,cellular,20,392,1,-1,0,unknown,yes
36,blue-collar,single,tertiary,no,3649,yes,no,cellular,20,399,2,156,2,failure,no
55,management,divorced,tertiary,no,5253,yes,yes,cellular,20,378,1,287,19,failure,no
44,management,married,secondary,no,38,yes,no,unknown,15,152,2,-1,0,unknown,no
29,management,single,tertiary,no,2637,yes,no,cellular,18,179,3,-1,0,unknown,no
76,management,married,unknown,no,1780,yes,no,telephone,23,413,3,-1,0,unknown,yes
37,technician,single,secondary,no,428,yes,no,unknown,30,107,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,4,yes,yes,unknown,2,229,8,-1,0,unknown,no
20,admin.,single,secondary,no,336,no,yes,cellular,5,133,1,-1,0,unknown,no
50,unknown,single,secondary,no,86,no,no,telephone,6,279,8,-1,0,unknown,no
57,technician,married,secondary,no,2550,no,no,cellular,29,73,2,-1,0,unknown,no
45,blue-collar,single,primary,no,999,no,no,cellular,29,182,2,-1,0,unknown,no
36,technician,single,secondary,yes,0,no,yes,cellular,26,109,14,-1,0,unknown,no
45,unknown,married,unknown,no,4413,no,no,telephone,29,77,35,-1,0,unknown,no
49,blue-collar,married,secondary,no,402,yes,no,unknown,19,571,1,-1,0,unknown,no
38,self-employed,married,secondary,no,138,no,no,unknown,9,182,3,-1,0,unknown,no
67,retired,married,primary,no,4416,no,no,cellular,29,245,3,-1,0,unknown,yes
27,technician,single,tertiary,no,-67,yes,no,cellular,6,604,3,236,2,failure,yes
40,admin.,single,secondary,no,877,yes,no,cellular,21,12,3,177,6,failure,no
27,entrepreneur,single,tertiary,no,2159,yes,no,cellular,5,1101,1,-1,0,unknown,no
47,management,married,tertiary,no,682,no,no,cellular,18,638,6,-1,0,unknown,yes
27,technician,single,tertiary,no,1976,no,no,cellular,18,394,2,101,1,other,no
45,blue-collar,married,secondary,no,2718,yes,no,cellular,24,304,2,-1,0,unknown,no
52,housemaid,married,primary,no,310,no,yes,unknown,12,100,4,-1,0,unknown,no
38,technician,single,secondary,no,294,no,yes,cellular,25,172,2,-1,0,unknown,no
34,admin.,single,secondary,no,5547,yes,no,unknown,23,313,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,7048,yes,no,cellular,17,71,2,-1,0,unknown,no
55,management,divorced,unknown,no,0,yes,no,cellular,11,29,3,-1,0,unknown,no
58,retired,married,primary,no,269,yes,no,unknown,16,38,2,-1,0,unknown,no
43,admin.,married,primary,no,392,yes,yes,cellular,4,110,1,208,2,failure,no
37,admin.,married,secondary,no,-498,yes,yes,unknown,26,175,1,-1,0,unknown,no
34,blue-collar,married,tertiary,no,20,no,no,unknown,4,10,1,-1,0,unknown,no
38,management,single,tertiary,no,0,no,no,cellular,29,95,2,-1,0,unknown,no
32,management,married,tertiary,no,302,yes,yes,unknown,23,61,1,384,2,failure,yes
34,self-employed,single,tertiary,no,0,yes,no,unknown,2,48,1,422,1,success,no
45,unemployed,married,secondary,no,736,no,no,unknown,20,13,2,-1,0,unknown,no
36,admin.,divorced,secondary,no,1224,yes,no,cellular,12,482,1,374,1,success,yes
52,admin.,divorced,secondary,no,2717,no,no,telephone,18,114,1,162,2,failure,no
35,technician,married,tertiary,no,432,no,no,cellular,12,104,8,-1,0,unknown,no
38,management,married,tertiary,no,500,yes,yes,cellular,16,81,7,-1,0,unknown,no
44,management,divorced,tertiary,no,7541,yes,no,telephone,1,55,2,82,1,other,no
46,entrepreneur,divorced,tertiary,no,148,yes,no,cellular,18,61,3,350,5,other,no
32,blue-collar,single,secondary,no,33,yes,no,cellular,18,125,1,368,4,failure,no
35,management,single,tertiary,no,471,no,no,cellular,5,276,2,-1,0,unknown,yes
36,services,married,secondary,no,4721,no,no,cellular,9,150,1,92,5,success,yes
28,admin.,single,secondary,no,707,yes,no,cellular,25,226,1,-1,0,unknown,yes
47,management,single,tertiary,no,440,no,no,cellular,21,71,4,-1,0,unknown,no
28,technician,single,tertiary,no,1026,yes,no,cellular,13,101,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,205,yes,no,unknown,3,170,1,-1,0,unknown,no
49,blue-collar,married,unknown,no,3096,no,no,unknown,16,147,2,-1,0,unknown,no
31,unemployed,single,primary,no,0,yes,no,unknown,15,24,18,-1,0,unknown,no
48,admin.,married,secondary,no,1428,no,no,cellular,19,498,1,-1,0,unknown,no
44,management,divorced,tertiary,no,2422,yes,no,cellular,16,399,2,269,2,failure,no
33,management,married,tertiary,no,0,no,yes,cellular,21,148,3,-1,0,unknown,no
38,admin.,single,secondary,no,245,yes,yes,cellular,17,71,2,345,2,success,no
35,management,married,tertiary,no,1870,yes,no,cellular,24,134,1,386,1,failure,no
46,retired,married,secondary,no,23,yes,yes,cellular,7,122,2,-1,0,unknown,no
36,technician,single,secondary,no,265,yes,yes,cellular,2,88,1,273,1,failure,no
28,self-employed,single,tertiary,no,2503,no,no,cellular,25,426,1,-1,0,unknown,yes
56,retired,married,primary,no,1947,no,no,cellular,2,225,2,123,5,failure,yes
39,self-employed,married,secondary,no,1317,no,no,unknown,17,42,4,-1,0,unknown,no
29,blue-collar,married,secondary,no,658,yes,no,cellular,24,267,1,-1,0,unknown,no
48,technician,married,secondary,no,335,no,no,unknown,17,214,3,-1,0,unknown,no
51,entrepreneur,married,tertiary,no,6659,yes,yes,unknown,15,203,1,-1,0,unknown,no
47,retired,divorced,secondary,no,0,no,no,unknown,19,141,1,-1,0,unknown,no
41,retired,married,secondary,no,287,no,no,unknown,23,236,2,-1,0,unknown,no
45,blue-collar,married,primary,no,2128,yes,no,unknown,19,149,4,-1,0,unknown,no
48,management,married,tertiary,no,1147,no,no,cellular,3,155,1,120,3,success,yes
32,blue-collar,married,secondary,no,824,yes,no,cellular,3,272,1,-1,0,unknown,no
46,self-employed,single,secondary,no,69,no,yes,cellular,18,103,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,1394,yes,no,telephone,13,30,10,-1,0,unknown,no
35,management,married,tertiary,no,0,yes,no,cellular,11,391,2,92,5,success,yes
33,management,married,tertiary,no,158,no,no,cellular,30,169,2,83,2,success,no
57,retired,married,primary,no,0,yes,no,cellular,6,83,2,-1,0,unknown,no
52,self-employed,divorced,tertiary,no,10653,yes,no,cellular,18,336,1,-1,0,unknown,no
45,admin.,married,secondary,no,285,no,no,cellular,6,8,5,-1,0,unknown,no
54,technician,divorced,secondary,no,2156,yes,no,cellular,30,258,1,86,5,success,yes
48,blue-collar,divorced,primary,no,338,yes,no,unknown,21,38,12,-1,0,unknown,no
23,services,single,secondary,no,496,yes,no,unknown,15,430,2,-1,0,unknown,no
58,blue-collar,married,secondary,no,1298,yes,no,unknown,29,516,4,-1,0,unknown,no
44,technician,single,secondary,no,59,yes,no,cellular,18,9,4,341,19,failure,no
30,management,single,tertiary,no,635,yes,no,unknown,4,29,2,-1,0,unknown,no
37,admin.,married,secondary,no,1193,no,no,cellular,12,396,2,-1,0,unknown,no
45,technician,married,secondary,no,999,yes,no,cellular,20,215,6,188,2,failure,no
42,technician,married,secondary,no,738,no,no,unknown,20,20,3,-1,0,unknown,no
32,blue-collar,married,primary,no,-175,yes,no,unknown,21,116,1,-1,0,unknown,no
33,management,divorced,tertiary,no,2240,no,no,cellular,3,198,1,-1,0,unknown,yes
31,admin.,single,secondary,no,0,no,no,cellular,17,188,3,-1,0,unknown,yes
48,management,married,tertiary,no,6613,no,no,unknown,17,159,3,-1,0,unknown,no
30,management,married,tertiary,no,1908,no,no,cellular,5,222,1,-1,0,unknown,no
35,entrepreneur,single,primary,no,5,no,no,cellular,21,140,3,-1,0,unknown,no
28,services,divorced,secondary,no,9,yes,no,cellular,4,306,1,-1,0,unknown,no
